Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
334,CA-2016-613131,04/12/2016,09/12/2016,Second Class,DD-63202,Customer DD-63202,Home Office,United States,Seattle,California,44385,East,TEC-CO-14184915,Technology,Copiers,Copiers Item 24,429.73
335,CA-2018-946380,25/05/2018,29/05/2018,Standard Class,DD-65635,Customer DD-65635,Consumer,United States,Chicago,California,36486,West,FUR-FU-34154687,Furniture,Furnishings,Furnishings Item 3,392.18
336,CA-2015-537836,07/06/2015,09/06/2015,Second Class,BB-11979,Customer BB-11979,Home Office,United States,Seattle,Illinois,72895,East,TEC-AC-56876665,Technology,Accessories,Accessories Item 38,1244.34
337,CA-2017-983909,27/05/2017,28/05/2017,Standard Class,AA-94047,Customer AA-94047,Corporate,United States,Los Angeles,Texas,44590,West,TEC-PH-55423537,Technology,Phones,Phones Item 57,919.68
338,CA-2018-736785,09/08/2018,15/08/2018,Second Class,AA-29906,Customer AA-29906,Consumer,United States,Chicago,Texas,26686,West,TEC-PH-85845047,Technology,Phones,Phones Item 41,1316.96
339,CA-2017-827174,12/08/2017,15/08/2017,First Class,CC-38913,Customer CC-38913,Home Office,United States,San Francisco,California,73984,Central,OFF-LA-45915762,Office Supplies,Labels,Labels Item 83,212.06
340,CA-2016-246568,26/09/2016,27/09/2016,First Class,BB-59467,Customer BB-59467,Home Office,United States,New York City,Illinois,95904,South,FUR-BO-27759904,Furniture,Bookcases,Bookcases Item 29,196.86
341,CA-2015-469948,30/01/2015,31/01/2015,Second Class,CC-45062,Customer CC-45062,Corporate,United States,Chicago,Texas,47314,South,OFF-AP-32831292,Office Supplies,Appliances,Appliances Item 54,78.89
342,CA-2018-386085,29/04/2018,03/05/2018,Standard Class,CC-47323,Customer CC-47323,Corporate,United States,Houston,Texas,72859,East,OFF-FA-83723708,Office Supplies,Fasteners,Fasteners Item 37,436.09
343,CA-2017-769160,01/03/2017,03/03/2017,Standard Class,AA-37076,Customer AA-37076,Home Office,United States,Philadelphia,California,95064,East,TEC-MA-81310005,Technology,Machines,Machines Item 16,115.29
344,CA-2015-780575,24/05/2015,26/05/2015,Same Day,BB-62686,Customer BB-62686,Consumer,United States,Chicago,New York,31456,Central,TEC-AC-74266234,Technology,Accessories,Accessories Item 60,645.84
345,CA-2018-978229,29/04/2018,02/05/2018,Standard Class,BB-27319,Customer BB-27319,Home Office,United States,Seattle,New York,94502,Central,OFF-AP-94257292,Office Supplies,Appliances,Appliances Item 87,205.48
346,CA-2016-854525,13/11/2016,18/11/2016,First Class,AA-23583,Customer AA-23583,Corporate,United States,New York City,California,24868,West,OFF-FA-41535733,Office Supplies,Fasteners,Fasteners Item 59,263.16
347,CA-2015-304459,20/12/2015,21/12/2015,First Class,DD-86729,Customer DD-86729,Home Office,United States,San Francisco,Illinois,21441,East,TEC-MA-83000544,Technology,Machines,Machines Item 75,693.64
348,CA-2015-915770,15/03/2015,19/03/2015,Standard Class,AA-16397,Customer AA-16397,Home Office,United States,New York City,Pennsylvania,18762,South,OFF-LA-40658408,Office Supplies,Labels,Labels Item 24,148.02
349,CA-2016-831885,09/06/2016,14/06/2016,Standard Class,DD-22765,Customer DD-22765,Home Office,United States,Chicago,Texas,63201,Central,OFF-FA-65394383,Office Supplies,Fasteners,Fasteners Item 53,157.12
350,CA-2016-131029,27/03/2016,30/03/2016,Second Class,AA-84811,Customer AA-84811,Consumer,United States,Los Angeles,Illinois,60838,Central,FUR-FU-27129261,Furniture,Furnishings,Furnishings Item 14,432.23
351,CA-2018-753824,10/06/2018,14/06/2018,First Class,CC-27758,Customer CC-27758,Home Office,United States,Philadelphia,Texas,17244,East,FUR-TA-15778282,Furniture,Tables,Tables Item 59,1438.5
352,CA-2018-608941,09/05/2018,11/05/2018,Second Class,CC-49893,Customer CC-49893,Home Office,United States,Seattle,Illinois,80200,East,OFF-LA-65812622,Office Supplies,Labels,Labels Item 54,229.76
353,CA-2015-296393,06/01/2015,12/01/2015,Standard Class,AA-21803,Customer AA-21803,Home Office,United States,Houston,California,64646,Central,TEC-CO-26459572,Technology,Copiers,Copiers Item 29,827.53
354,CA-2018-958153,04/04/2018,10/04/2018,Same Day,BB-59137,Customer BB-59137,Home Office,United States,Chicago,Texas,80064,South,TEC-AC-92704955,Technology,Accessories,Accessories Item 15,129.5
355,CA-2016-900742,14/02/2016,18/02/2016,Same Day,BB-93261,Customer BB-93261,Home Office,United States,Philadelphia,Texas,91813,Central,TEC-MA-31929435,Technology,Machines,Machines Item 17,490.58
356,CA-2017-809471,30/05/2017,05/06/2017,Standard Class,BB-28134,Customer BB-28134,Consumer,United States,Philadelphia,Illinois,70050,South,FUR-CH-52881877,Furniture,Chairs,Chairs Item 38,499.75
357,CA-2018-918630,24/01/2018,26/01/2018,Standard Class,BB-75202,Customer BB-75202,Home Office,United States,New York City,Texas,97742,East,FUR-BO-44143145,Furniture,Bookcases,Bookcases Item 86,1433.41
358,CA-2016-866372,05/07/2016,11/07/2016,Same Day,CC-71751,Customer CC-71751,Consumer,United States,Seattle,California,36125,South,FUR-CH-63861725,Furniture,Chairs,Chairs Item 90,193.98
359,CA-2018-274786,11/11/2018,12/11/2018,First Class,DD-93928,Customer DD-93928,Home Office,United States,Seattle,Texas,52573,East,TEC-CO-15652166,Technology,Copiers,Copiers Item 28,1026.59
360,CA-2017-792879,19/08/2017,25/08/2017,Same Day,CC-17134,Customer CC-17134,Corporate,United States,Chicago,Texas,79913,Central,FUR-BO-44926551,Furniture,Bookcases,Bookcases Item 32,860.64
361,CA-2018-156486,28/06/2018,02/07/2018,Same Day,AA-89482,Customer AA-89482,Corporate,United States,Chicago,Illinois,53030,West,TEC-AC-25050813,Technology,Accessories,Accessories Item 82,619.5
362,CA-2018-689339,16/03/2018,19/03/2018,Same Day,AA-63133,Customer AA-63133,Consumer,United States,New York City,Illinois,47306,East,FUR-TA-89480851,Furniture,Tables,Tables Item 8,1354.36
363,CA-2018-775959,09/12/2018,12/12/2018,Same Day,AA-32776,Customer AA-32776,Corporate,United States,Houston,Pennsylvania,59287,Central,OFF-AP-68582128,Office Supplies,Appliances,Appliances Item 68,122.46
364,CA-2015-447230,30/05/2015,02/06/2015,First Class,AA-24624,Customer AA-24624,Corporate,United States,Seattle,Washington,31907,Central,FUR-CH-41483158,Furniture,Chairs,Chairs Item 98,421.84
365,CA-2017-404701,18/03/2017,23/03/2017,Second Class,AA-25093,Customer AA-25093,Home Office,United States,Houston,New York,24876,East,TEC-PH-79625416,Technology,Phones,Phones Item 85,1184.61
366,CA-2016-167053,29/05/2016,31/05/2016,Same Day,AA-95818,Customer AA-95818,Corporate,United States,Seattle,New York,79206,South,FUR-TA-53947305,Furniture,Tables,Tables Item 62,457.76
367,CA-2015-252602,27/12/2015,02/01/2016,Second Class,DD-57259,Customer DD-57259,Corporate,United States,Chicago,Illinois,59217,Central,OFF-AP-12014897,Office Supplies,Appliances,Appliances Item 25,170.96
368,CA-2015-666915,18/02/2015,19/02/2015,Same Day,CC-95106,Customer CC-95106,Consumer,United States,Houston,New York,52977,South,OFF-LA-77794761,Office Supplies,Labels,Labels Item 20,20.73
369,CA-2015-484898,15/02/2015,17/02/2015,Second Class,BB-32962,Customer BB-32962,Consumer,United States,Seattle,Texas,82960,Central,OFF-FA-72882198,Office Supplies,Fasteners,Fasteners Item 76,14.91
370,CA-2015-610810,05/03/2015,10/03/2015,Same Day,CC-16920,Customer CC-16920,Consumer,United States,San Francisco,Illinois,70935,South,TEC-PH-31863539,Technology,Phones,Phones Item 58,836.09
371,CA-2018-446122,19/06/2018,22/06/2018,Second Class,CC-73243,Customer CC-73243,Consumer,United States,Los Angeles,Washington,68779,South,OFF-AR-83176624,Office Supplies,Art,Art Item 43,12.27
372,CA-2017-733621,23/07/2017,24/07/2017,Same Day,DD-90300,Customer DD-90300,Home Office,United States,Houston,California,69087,East,TEC-AC-39405997,Technology,Accessories,Accessories Item 77,1244.88
373,CA-2017-321383,10/12/2017,16/12/2017,First Class,DD-99776,Customer DD-99776,Corporate,United States,San Francisco,New York,93035,South,FUR-TA-98801657,Furniture,Tables,Tables Item 87,704.42
374,CA-2017-231542,10/08/2017,15/08/2017,Same Day,AA-66746,Customer AA-66746,Consumer,United States,Houston,Illinois,74634,East,TEC-CO-85568897,Technology,Copiers,Copiers Item 69,2026.91
375,CA-2018-840659,25/06/2018,27/06/2018,Standard Class,DD-55531,Customer DD-55531,Consumer,United States,Houston,Washington,36096,Central,FUR-TA-67898812,Furniture,Tables,Tables Item 65,736.42
376,CA-2015-990773,22/11/2015,27/11/2015,Same Day,CC-43675,Customer CC-43675,Corporate,United States,New York City,Texas,90934,East,TEC-AC-10540204,Technology,Accessories,Accessories Item 78,367.64
377,CA-2016-235326,12/09/2016,15/09/2016,Second Class,CC-90619,Customer CC-90619,Corporate,United States,Houston,Washington,81827,West,FUR-FU-25603176,Furniture,Furnishings,Furnishings Item 69,318.92
378,CA-2018-567930,01/09/2018,04/09/2018,Same Day,CC-97175,Customer CC-97175,Consumer,United States,Houston,Pennsylvania,42572,East,FUR-TA-76815338,Furniture,Tables,Tables Item 32,461.11
379,CA-2018-175126,19/02/2018,20/02/2018,Standard Class,DD-21020,Customer DD-21020,Home Office,United States,Los Angeles,Illinois,47161,East,TEC-CO-59069688,Technology,Copiers,Copiers Item 72,1546.09
380,CA-2015-262177,07/12/2015,12/12/2015,Same Day,CC-79110,Customer CC-79110,Corporate,United States,Houston,New York,57168,West,FUR-BO-69678550,Furniture,Bookcases,Bookcases Item 5,737.48
381,CA-2016-597707,05/10/2016,07/10/2016,Standard Class,BB-70013,Customer BB-70013,Consumer,United States,Seattle,Texas,83295,West,FUR-FU-40135868,Furniture,Furnishings,Furnishings Item 35,673.13
382,CA-2016-896769,13/04/2016,14/04/2016,First Class,CC-65656,Customer CC-65656,Corporate,United States,San Francisco,California,92820,Central,TEC-PH-21633354,Technology,Phones,Phones Item 87,991.31
383,CA-2018-461202,09/11/2018,11/11/2018,Same Day,BB-84765,Customer BB-84765,Consumer,United States,San Francisco,California,66148,West,OFF-LA-89996714,Office Supplies,Labels,Labels Item 36,399.9
384,CA-2015-870464,07/04/2015,12/04/2015,Same Day,AA-84609,Customer AA-84609,Consumer,United States,Houston,California,43180,Central,FUR-CH-70370459,Furniture,Chairs,Chairs Item 87,353.61
385,CA-2016-288032,04/06/2016,07/06/2016,Second Class,DD-88336,Customer DD-88336,Consumer,United States,San Francisco,Pennsylvania,44559,East,OFF-FA-51963004,Office Supplies,Fasteners,Fasteners Item 74,80.55
386,CA-2016-229644,09/02/2016,13/02/2016,Second Class,AA-64494,Customer AA-64494,Corporate,United States,Philadelphia,California,76766,South,FUR-TA-86667145,Furniture,Tables,Tables Item 12,626.39
387,CA-2015-931460,29/11/2015,05/12/2015,Same Day,BB-85280,Customer BB-85280,Corporate,United States,Seattle,Illinois,48966,West,TEC-CO-24551110,Technology,Copiers,Copiers Item 58,887.92
388,CA-2016-867192,31/01/2016,05/02/2016,Same Day,DD-27891,Customer DD-27891,Corporate,United States,Philadelphia,California,68638,West,FUR-FU-60462042,Furniture,Furnishings,Furnishings Item 66,104.25
389,CA-2016-605422,08/01/2016,13/01/2016,Second Class,CC-21402,Customer CC-21402,Home Office,United States,New York City,Illinois,70403,East,TEC-PH-22082793,Technology,Phones,Phones Item 78,561.39
390,CA-2017-434179,29/08/2017,04/09/2017,First Class,CC-87285,Customer CC-87285,Consumer,United States,Philadelphia,Pennsylvania,61791,East,OFF-BI-90499488,Office Supplies,Binders,Binders Item 44,40.48
391,CA-2017-372503,18/11/2017,23/11/2017,Same Day,DD-83397,Customer DD-83397,Corporate,United States,Philadelphia,Texas,62729,East,FUR-CH-58428071,Furniture,Chairs,Chairs Item 54,1281.42
392,CA-2018-984289,29/07/2018,01/08/2018,Same Day,BB-38542,Customer BB-38542,Corporate,United States,Los Angeles,Washington,62985,Central,OFF-BI-22583734,Office Supplies,Binders,Binders Item 64,175.17
393,CA-2017-847410,05/02/2017,11/02/2017,Same Day,AA-72627,Customer AA-72627,Home Office,United States,Chicago,Illinois,44446,East,TEC-CO-10564326,Technology,Copiers,Copiers Item 27,612.73
394,CA-2015-758731,16/11/2015,22/11/2015,Standard Class,CC-78303,Customer CC-78303,Home Office,United States,Seattle,California,20048,East,OFF-PA-14305565,Office Supplies,Paper,Paper Item 69,194.6
395,CA-2017-734069,01/07/2017,02/07/2017,Second Class,DD-12867,Customer DD-12867,Home Office,United States,Seattle,Pennsylvania,45597,West,FUR-FU-32538028,Furniture,Furnishings,Furnishings Item 61,1061.65
396,CA-2017-433737,14/11/2017,20/11/2017,Same Day,BB-70599,Customer BB-70599,Corporate,United States,Chicago,Washington,74219,Central,FUR-CH-32372318,Furniture,Chairs,Chairs Item 59,884.74
397,CA-2016-697400,12/06/2016,13/06/2016,Standard Class,BB-18815,Customer BB-18815,Home Office,United States,Seattle,Illinois,13042,Central,OFF-LA-18782883,Office Supplies,Labels,Labels Item 82,146.75
398,CA-2018-854650,28/01/2018,03/02/2018,Standard Class,DD-94180,Customer DD-94180,Home Office,United States,Houston,Illinois,14638,South,TEC-CO-30099885,Technology,Copiers,Copiers Item 96,210.59
399,CA-2017-194264,12/02/2017,15/02/2017,First Class,CC-52863,Customer CC-52863,Corporate,United States,Seattle,California,43412,East,TEC-MA-69513418,Technology,Machines,Machines Item 39,559.57
400,CA-2018-840060,30/01/2018,03/02/2018,Second Class,AA-71617,Customer AA-71617,Consumer,United States,Los Angeles,Pennsylvania,71295,West,FUR-BO-29437832,Furniture,Bookcases,Bookcases Item 87,811.26
401,CA-2015-432982,03/08/2015,05/08/2015,First Class,DD-15081,Customer DD-15081,Consumer,United States,Chicago,Illinois,42223,South,FUR-TA-57769623,Furniture,Tables,Tables Item 98,229.25
402,CA-2015-937786,13/10/2015,19/10/2015,Standard Class,BB-30960,Customer BB-30960,Consumer,United States,Seattle,Washington,80541,East,TEC-MA-13426396,Technology,Machines,Machines Item 9,1656.85
403,CA-2017-651924,18/04/2017,19/04/2017,Second Class,BB-40078,Customer BB-40078,Corporate,United States,Philadelphia,California,79699,East,FUR-TA-44130411,Furniture,Tables,Tables Item 99,388.1
404,CA-2017-717816,13/10/2017,14/10/2017,First Class,DD-75743,Customer DD-75743,Home Office,United States,Los Angeles,Washington,66280,East,FUR-CH-72713970,Furniture,Chairs,Chairs Item 72,669.89
405,CA-2016-251444,18/05/2016,19/05/2016,Same Day,DD-78873,Customer DD-78873,Home Office,United States,Philadelphia,Texas,14639,South,OFF-BI-60090787,Office Supplies,Binders,Binders Item 8,157.86
406,CA-2015-972280,27/07/2015,30/07/2015,Same Day,CC-63295,Customer CC-63295,Corporate,United States,Houston,Pennsylvania,60531,Central,TEC-CO-54308843,Technology,Copiers,Copiers Item 56,936.95
407,CA-2016-208083,14/06/2016,19/06/2016,First Class,BB-31948,Customer BB-31948,Home Office,United States,Los Angeles,New York,68714,East,FUR-TA-21119322,Furniture,Tables,Tables Item 3,189.04
408,CA-2017-320032,25/06/2017,30/06/2017,Second Class,DD-35882,Customer DD-35882,Home Office,United States,Seattle,Texas,28087,Central,OFF-LA-12850633,Office Supplies,Labels,Labels Item 91,76.42
409,CA-2017-677144,23/01/2017,24/01/2017,Same Day,AA-18743,Customer AA-18743,Home Office,United States,Houston,Texas,49786,South,TEC-MA-82790601,Technology,Machines,Machines Item 98,130.63
410,CA-2017-288625,16/04/2017,18/04/2017,Second Class,BB-40154,Customer BB-40154,Corporate,United States,Los Angeles,California,22615,West,FUR-FU-93632371,Furniture,Furnishings,Furnishings Item 12,221.4
411,CA-2015-766053,21/02/2015,24/02/2015,Same Day,BB-86498,Customer BB-86498,Home Office,United States,Philadelphia,Pennsylvania,18813,South,TEC-MA-39183942,Technology,Machines,Machines Item 66,835.63
412,CA-2017-687269,13/01/2017,18/01/2017,Standard Class,BB-56454,Customer BB-56454,Consumer,United States,Seattle,Washington,92124,South,OFF-PA-70595996,Office Supplies,Paper,Paper Item 35,140.08
413,CA-2016-356173,08/10/2016,10/10/2016,First Class,BB-47728,Customer BB-47728,Home Office,United States,Los Angeles,Washington,77799,South,TEC-AC-52499883,Technology,Accessories,Accessories Item 17,652.79
414,CA-2018-890356,25/03/2018,31/03/2018,Standard Class,AA-66636,Customer AA-66636,Consumer,United States,New York City,Pennsylvania,61043,East,TEC-PH-69842943,Technology,Phones,Phones Item 85,1678.39
415,CA-2017-210621,05/02/2017,10/02/2017,Standard Class,AA-49640,Customer AA-49640,Consumer,United States,Houston,Pennsylvania,81601,South,TEC-PH-95110954,Technology,Phones,Phones Item 68,795.18
416,CA-2015-857093,06/07/2015,07/07/2015,Second Class,AA-18669,Customer AA-18669,Corporate,United States,Seattle,Illinois,42467,Central,FUR-CH-40968102,Furniture,Chairs,Chairs Item 45,281.06
417,CA-2015-479250,03/02/2015,07/02/2015,Standard Class,CC-70159,Customer CC-70159,Home Office,United States,Houston,Pennsylvania,36905,East,TEC-AC-30910722,Technology,Accessories,Accessories Item 17,550.41
418,CA-2015-143189,09/10/2015,15/10/2015,Second Class,BB-44862,Customer BB-44862,Consumer,United States,Chicago,Washington,91594,South,OFF-PA-86538932,Office Supplies,Paper,Paper Item 13,83.92
419,CA-2018-713456,22/12/2018,28/12/2018,First Class,AA-32218,Customer AA-32218,Corporate,United States,Houston,Illinois,81874,East,OFF-BI-88380477,Office Supplies,Binders,Binders Item 21,312.42
420,CA-2015-885297,28/03/2015,30/03/2015,Second Class,BB-58786,Customer BB-58786,Corporate,United States,Philadelphia,Texas,93149,East,TEC-PH-90984369,Technology,Phones,Phones Item 23,684.15
421,CA-2018-461739,06/05/2018,09/05/2018,Same Day,CC-74960,Customer CC-74960,Consumer,United States,Chicago,Illinois,79283,West,TEC-CO-14494117,Technology,Copiers,Copiers Item 59,615.17
422,CA-2015-560531,29/05/2015,04/06/2015,Standard Class,CC-87823,Customer CC-87823,Home Office,United States,Los Angeles,Texas,10708,South,TEC-MA-22694653,Technology,Machines,Machines Item 30,288.51
423,CA-2018-636000,12/03/2018,16/03/2018,Standard Class,AA-31261,Customer AA-31261,Home Office,United States,Philadelphia,Pennsylvania,34070,Central,FUR-BO-41323112,Furniture,Bookcases,Bookcases Item 37,569.5
424,CA-2016-757842,09/03/2016,12/03/2016,First Class,DD-45793,Customer DD-45793,Corporate,United States,Philadelphia,Texas,51424,Central,FUR-CH-64996990,Furniture,Chairs,Chairs Item 97,355.45
425,CA-2015-637967,21/07/2015,26/07/2015,Standard Class,BB-10577,Customer BB-10577,Home Office,United States,Chicago,Pennsylvania,52702,East,FUR-FU-30587576,Furniture,Furnishings,Furnishings Item 46,104.21
426,CA-2016-421274,22/02/2016,25/02/2016,First Class,BB-48329,Customer BB-48329,Corporate,United States,San Francisco,Texas,21077,East,FUR-FU-76685145,Furniture,Furnishings,Furnishings Item 23,145.08
427,CA-2017-563503,05/11/2017,10/11/2017,Standard Class,BB-93737,Customer BB-93737,Home Office,United States,Chicago,California,86181,Central,OFF-FA-91286020,Office Supplies,Fasteners,Fasteners Item 12,168.18
428,CA-2018-775854,04/06/2018,05/06/2018,Standard Class,CC-50991,Customer CC-50991,Corporate,United States,Houston,Illinois,50632,East,OFF-BI-68827347,Office Supplies,Binders,Binders Item 93,169.78
429,CA-2016-421054,02/09/2016,04/09/2016,Second Class,BB-29498,Customer BB-29498,Consumer,United States,Seattle,Pennsylvania,89013,West,FUR-CH-33680005,Furniture,Chairs,Chairs Item 45,763.79
430,CA-2018-534930,24/02/2018,27/02/2018,Second Class,CC-46479,Customer CC-46479,Corporate,United States,San Francisco,Texas,67595,Central,FUR-BO-29443733,Furniture,Bookcases,Bookcases Item 3,779.17
431,CA-2015-999231,23/08/2015,29/08/2015,Same Day,DD-97200,Customer DD-97200,Consumer,United States,Philadelphia,New York,16829,West,OFF-AR-65111397,Office Supplies,Art,Art Item 16,164.96
432,CA-2016-241018,11/09/2016,15/09/2016,Same Day,BB-62876,Customer BB-62876,Home Office,United States,New York City,California,16312,South,TEC-PH-98684391,Technology,Phones,Phones Item 77,710.52
433,CA-2016-908113,11/11/2016,13/11/2016,First Class,BB-41156,Customer BB-41156,Home Office,United States,Philadelphia,New York,13360,South,TEC-PH-80830782,Technology,Phones,Phones Item 64,1360.08
434,CA-2017-251759,02/04/2017,05/04/2017,Second Class,CC-83548,Customer CC-83548,Corporate,United States,Los Angeles,Illinois,72647,West,OFF-PA-93578989,Office Supplies,Paper,Paper Item 30,56.57
435,CA-2018-118267,13/10/2018,16/10/2018,Second Class,BB-24396,Customer BB-24396,Corporate,United States,New York City,California,89920,South,FUR-CH-62031707,Furniture,Chairs,Chairs Item 86,688.41
436,CA-2018-245749,22/11/2018,28/11/2018,Same Day,CC-50173,Customer CC-50173,Home Office,United States,Philadelphia,Texas,97074,Central,FUR-BO-26847563,Furniture,Bookcases,Bookcases Item 54,512.96
437,CA-2018-574103,15/06/2018,20/06/2018,Second Class,AA-60905,Customer AA-60905,Corporate,United States,Seattle,Washington,54967,West,TEC-AC-87169335,Technology,Accessories,Accessories Item 77,913.03
438,CA-2018-807698,11/01/2018,15/01/2018,Second Class,BB-30275,Customer BB-30275,Consumer,United States,Houston,Pennsylvania,60213,Central,OFF-FA-12961433,Office Supplies,Fasteners,Fasteners Item 53,211.32
439,CA-2016-683667,29/09/2016,30/09/2016,Standard Class,DD-18167,Customer DD-18167,Corporate,United States,Philadelphia,New York,22376,East,OFF-AR-19152007,Office Supplies,Art,Art Item 84,107.06
440,CA-2017-810422,31/10/2017,06/11/2017,Same Day,CC-74075,Customer CC-74075,Consumer,United States,Chicago,Illinois,25014,East,OFF-AP-68451824,Office Supplies,Appliances,Appliances Item 53,114.81
441,CA-2017-365218,12/10/2017,13/10/2017,Same Day,CC-67996,Customer CC-67996,Corporate,United States,Philadelphia,Washington,34785,South,TEC-MA-88254922,Technology,Machines,Machines Item 5,827.34
442,CA-2017-124015,18/12/2017,19/12/2017,Same Day,DD-33874,Customer DD-33874,Corporate,United States,Philadelphia,Washington,84746,Central,FUR-BO-62746386,Furniture,Bookcases,Bookcases Item 90,60.56
443,CA-2017-788858,13/05/2017,14/05/2017,Same Day,BB-21467,Customer BB-21467,Corporate,United States,New York City,Texas,69624,East,TEC-AC-14667387,Technology,Accessories,Accessories Item 61,1064.69
444,CA-2017-347415,18/07/2017,23/07/2017,Standard Class,AA-89705,Customer AA-89705,Corporate,United States,Seattle,Texas,43658,Central,TEC-AC-90201856,Technology,Accessories,Accessories Item 64,897.86
445,CA-2016-713288,13/05/2016,17/05/2016,Second Class,AA-29762,Customer AA-29762,Corporate,United States,Houston,California,31602,Central,OFF-AP-28545675,Office Supplies,Appliances,Appliances Item 42,127.11
446,CA-2018-108318,21/08/2018,24/08/2018,First Class,AA-13963,Customer AA-13963,Corporate,United States,Seattle,California,56001,Central,FUR-CH-20229614,Furniture,Chairs,Chairs Item 61,952.11
447,CA-2018-682504,12/02/2018,13/02/2018,First Class,BB-76557,Customer BB-76557,Consumer,United States,Philadelphia,California,54264,South,OFF-FA-50195528,Office Supplies,Fasteners,Fasteners Item 55,72.76
448,CA-2015-229820,04/11/2015,05/11/2015,Standard Class,CC-89573,Customer CC-89573,Home Office,United States,New York City,Pennsylvania,28987,East,TEC-PH-45743519,Technology,Phones,Phones Item 60,498.79
449,CA-2018-197964,08/01/2018,10/01/2018,Second Class,CC-17859,Customer CC-17859,Corporate,United States,New York City,New York,51646,South,OFF-BI-59042708,Office Supplies,Binders,Binders Item 33,160.43
450,CA-2016-675765,21/10/2016,25/10/2016,Same Day,BB-59046,Customer BB-59046,Home Office,United States,Houston,Texas,24778,South,FUR-CH-59903491,Furniture,Chairs,Chairs Item 28,501.5
451,CA-2015-884980,20/01/2015,24/01/2015,Same Day,CC-10461,Customer CC-10461,Home Office,United States,San Francisco,New York,98871,South,FUR-BO-57202735,Furniture,Bookcases,Bookcases Item 29,137.43
452,CA-2017-162614,10/07/2017,13/07/2017,Standard Class,AA-86757,Customer AA-86757,Corporate,United States,Seattle,Texas,95566,Central,OFF-FA-72578927,Office Supplies,Fasteners,Fasteners Item 27,124.38
453,CA-2015-938040,10/09/2015,15/09/2015,Standard Class,BB-99097,Customer BB-99097,Consumer,United States,Chicago,New York,72758,South,TEC-MA-34141175,Technology,Machines,Machines Item 76,535.6
454,CA-2016-585337,22/06/2016,28/06/2016,Standard Class,CC-94621,Customer CC-94621,Home Office,United States,Chicago,Illinois,12875,Central,TEC-MA-33387205,Technology,Machines,Machines Item 87,373.83
455,CA-2015-964494,10/02/2015,14/02/2015,First Class,BB-86649,Customer BB-86649,Corporate,United States,New York City,California,72408,East,OFF-FA-66221287,Office Supplies,Fasteners,Fasteners Item 37,171.02
456,CA-2016-622517,03/09/2016,06/09/2016,First Class,DD-66484,Customer DD-66484,Corporate,United States,Philadelphia,Illinois,70364,Central,TEC-CO-84543944,Technology,Copiers,Copiers Item 47,663.71
457,CA-2018-160453,30/09/2018,01/10/2018,Same Day,DD-65311,Customer DD-65311,Corporate,United States,Chicago,Illinois,68850,West,TEC-AC-18648568,Technology,Accessories,Accessories Item 21,1228.87
458,CA-2015-957224,10/01/2015,12/01/2015,First Class,CC-83251,Customer CC-83251,Home Office,United States,Chicago,Pennsylvania,73481,East,TEC-MA-20901572,Technology,Machines,Machines Item 2,648.64
459,CA-2015-267705,29/12/2015,03/01/2016,Second Class,AA-86881,Customer AA-86881,Consumer,United States,San Francisco,California,68333,Central,OFF-AP-98004570,Office Supplies,Appliances,Appliances Item 47,107.13
460,CA-2018-501371,14/12/2018,16/12/2018,First Class,BB-31678,Customer BB-31678,Corporate,United States,Los Angeles,Washington,39593,East,FUR-TA-85788448,Furniture,Tables,Tables Item 60,276.46
461,CA-2018-186465,08/08/2018,09/08/2018,First Class,DD-78507,Customer DD-78507,Corporate,United States,Los Angeles,New York,76090,South,FUR-CH-51705043,Furniture,Chairs,Chairs Item 77,806.79
462,CA-2016-185445,10/07/2016,11/07/2016,First Class,CC-12343,Customer CC-12343,Home Office,United States,San Francisco,Illinois,87231,East,TEC-PH-97261847,Technology,Phones,Phones Item 1,2240.92
463,CA-2018-908441,07/06/2018,08/06/2018,Standard Class,BB-81711,Customer BB-81711,Home Office,United States,Houston,New York,65689,South,TEC-PH-40426309,Technology,Phones,Phones Item 51,141.95
464,CA-2018-184251,26/03/2018,30/03/2018,Same Day,BB-86064,Customer BB-86064,Corporate,United States,Philadelphia,Texas,34361,South,OFF-LA-50266986,Office Supplies,Labels,Labels Item 19,85.87
465,CA-2015-279180,16/01/2015,18/01/2015,Standard Class,CC-36896,Customer CC-36896,Consumer,United States,Houston,New York,23748,West,FUR-TA-13223271,Furniture,Tables,Tables Item 89,169.37
466,CA-2017-746735,30/12/2017,02/01/2018,Standard Class,DD-31046,Customer DD-31046,Home Office,United States,Chicago,Washington,24502,South,OFF-FA-80027845,Office Supplies,Fasteners,Fasteners Item 20,245.6
467,CA-2015-631858,18/10/2015,23/10/2015,First Class,AA-67860,Customer AA-67860,Corporate,United States,Chicago,Washington,19006,East,OFF-LA-70229791,Office Supplies,Labels,Labels Item 81,120.99
468,CA-2015-711588,14/04/2015,20/04/2015,Standard Class,DD-37193,Customer DD-37193,Home Office,United States,San Francisco,Washington,43014,East,TEC-AC-47650583,Technology,Accessories,Accessories Item 78,1389.83
469,CA-2015-905514,23/12/2015,27/12/2015,Second Class,DD-32731,Customer DD-32731,Corporate,United States,San Francisco,New York,53706,South,OFF-FA-41667015,Office Supplies,Fasteners,Fasteners Item 40,58.81
